sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
0,0,Carlucci,28.397565922920887,4.642973378911344,6.190631171881792,10.343593776216284,94.11764705882352
0,1,was,12.981744421906694,3.5343846463290634,5.26397713283052,4.565347909671447,76.47058823529412
0,2,deputy,25.152129817444216,5.8097812134235465,9.926356879051838,9.145250594825374,100.0
0,3,defense,20.28397565922921,5.2615513369167735,8.09245516825927,8.359292718771416,88.23529411764706
0,4,secretary,17.849898580121703,4.135982032938266,4.507128807741524,5.68606562182246,88.23529411764706
0,5,from,12.981744421906694,4.429503338501626,5.169371092194396,5.295512479709228,82.35294117647058
0,6,1981,17.038539553752535,5.6521044790300055,11.944619079289161,7.105156231364329,94.11764705882352
0,7,until,11.359026369168356,3.2166053816282347,3.968602114889738,3.7866674213587292,64.70588235294117
0,8,"1986,",15.415821501014198,3.738151503083793,7.680069862922317,7.228871822965415,70.58823529411765
0,9,national,19.472616632860042,3.6944871766363514,8.643110840679789,6.894111986868359,82.35294117647058
0,10,security,20.28397565922921,4.252420236798112,6.098450927159414,7.313774679946552,94.11764705882352
0,11,advisor,13.793103448275861,3.6726550134126303,4.296084563245554,4.689063501272533,76.47058823529412
0,12,from,8.924949290060852,2.7508525661888523,2.7508525661888523,2.7508525661888523,64.70588235294117
0,13,1986,10.547667342799187,5.334325214329176,5.581756397531349,5.994141702868301,64.70588235294117
0,14,until,6.490872210953347,2.2826739548357233,3.1996248102320077,2.7823879130675606,41.17647058823529
0,15,"1987,",12.170385395537524,4.332471501951756,6.581184313995024,5.394970112172846,70.58823529411765
0,16,and,8.924949290060852,2.76783313758508,2.9327872597198614,2.9327872597198614,58.82352941176471
0,17,defense,14.604462474645029,4.412522767105399,5.606014356668816,5.606014356668816,76.47058823529412
0,18,secretary,12.170385395537524,3.0176901167009986,4.135982032938266,3.60473272782772,70.58823529411765
0,19,in,2.4340770791075053,0.6452617130566444,0.6452617130566444,0.6452617130566444,17.647058823529413
0,20,"1987,",13.793103448275861,4.225736481746897,5.443486030447782,5.826761784819774,70.58823529411765
0,21,following,16.227180527383368,4.247568644970618,6.003844886523289,5.3779895407766185,88.23529411764706
0,22,the,2.4340770791075053,0.5288235091967989,0.5288235091967989,0.5288235091967989,17.647058823529413
0,23,resignation,21.90669371196754,4.504703011827777,7.667940883353583,7.532096312183763,94.11764705882352
0,24,of,3.2454361054766734,1.030963263342383,1.030963263342383,1.030963263342383,23.52941176470588
0,25,"Weinberger,",17.038539553752535,4.8346112560973395,6.341030518534091,6.341030518534091,88.23529411764706
0,26,his,5.679513184584178,2.093461873563474,2.093461873563474,2.093461873563474,41.17647058823529
0,27,nomination,18.66125760649087,4.407671175277906,6.404101212291508,6.702474109682363,82.35294117647058
0,28,by,3.2454361054766734,0.6937776313315801,0.9994279164636748,0.9994279164636748,17.647058823529413
0,29,President,12.981744421906694,4.024395420905914,5.137835745315687,5.251848153261786,70.58823529411765
0,30,Ronald,14.604462474645029,3.582900564603999,4.582328481067674,4.376135828399198,82.35294117647058
0,31,Reagan,11.359026369168356,2.7848137089813076,2.9958579534772776,2.9958579534772776,76.47058823529412
0,32,and,4.8681541582150105,1.6737991804852805,1.6737991804852805,1.6737991804852805,35.294117647058826
0,33,his,11.359026369168356,3.214179585714488,4.48772244043155,3.478591340312888,70.58823529411765
